400,人體解剖學,2018-11-28 15:16
429,力學名詞,2018-03-22 10:25
349,土木工程名詞,2020-06-29 08:41
387,土壤學名詞 ,2017-07-20 10:10
92,工程圖學,2017-07-20 12:14
140,工業工程名詞,2017-07-20 16:06
467,中小學常用中英雙語詞彙彙編,2019-02-01 09:46
436,中央研究院臺灣物種名錄 ,2018-08-30 09:45
147,內分泌學名詞,2017-07-20 14:28
419,化學工程名詞,2018-03-15 11:54
377,化學工程名詞-兩岸化學工程名詞,2017-06-03 16:26
202,化學名詞-不飽和雜環化合物及結構式,2013-08-16 10:26
159,化學名詞-化學元素一覽表,2019-07-26 08:19
422,化學名詞-化學名詞用字之讀音,2019-07-26 08:16
220,化學名詞-化學命名原則,2013-08-16 10:26
160,化學名詞-化學相關科學家,2016-10-24 14:22
128,化學名詞-化學術語,2017-05-25 10:16
161,化學名詞-有機化合物,2016-04-27 14:14
165,化學名詞-有機化合物之基,2015-09-17 13:51
238,化學名詞-兩岸中小學教科書名詞,2020-03-19 16:15
307,化學名詞-兩岸化學名詞,2016-04-22 11:32
205,化學名詞-常見生物鹼及結構式,2013-08-16 10:26
163,化學名詞-常見萜類及結構式,2013-08-16 10:26
127,化學名詞-無機化合物,2017-05-25 10:12
203,化學名詞-硼化合物,2013-08-16 10:27
141,天文學名詞,2017-07-24 14:20
414,心理學名詞,2018-10-17 09:23
415,心理學名詞-兩岸心理學名詞 ,2017-08-18 16:10
108,比較解剖學,2020-01-14 15:49
112,水利工程,2017-07-19 16:57
380,外國地名譯名,2017-06-19 14:03
458,外國學者人名譯名-各領域學者人名西語,2018-11-22 09:53
459,外國學者人名譯名-各領域學者人名法語,2018-11-22 09:52
460,外國學者人名譯名-各領域學者人名阿拉伯語,2018-11-22 09:53
461,外國學者人名譯名-各領域學者人名英語,2020-03-16 10:40
463,外國學者人名譯名-各領域學者人名義語,2018-11-22 09:52
464,外國學者人名譯名-各領域學者人名德語,2018-11-22 09:52
438,外國學者人名譯名-常見姓氏土耳其語,2018-11-22 09:10
439,外國學者人名譯名-常見姓氏日韓語,2018-11-22 09:18
440,外國學者人名譯名-常見姓氏西語,2018-11-22 09:26
441,外國學者人名譯名-常見姓氏法語,2018-11-22 09:21
442,外國學者人名譯名-常見姓氏阿拉伯語,2018-11-22 09:27
443,外國學者人名譯名-常見姓氏英語,2018-11-22 09:25
444,外國學者人名譯名-常見姓氏斯拉夫語,2018-11-22 09:15
445,外國學者人名譯名-常見姓氏義語,2018-11-22 09:21
446,外國學者人名譯名-常見姓氏德語,2018-11-22 09:15
449,外國學者人名譯名-諾貝爾獎得主西語,2018-11-22 09:53
450,外國學者人名譯名-諾貝爾獎得主法語,2018-11-22 09:53
452,外國學者人名譯名-諾貝爾獎得主英語,2018-11-22 09:53
453,外國學者人名譯名-諾貝爾獎得主斯拉夫語,2018-11-22 09:53
454,外國學者人名譯名-諾貝爾獎得主義語,2018-11-22 09:53
455,外國學者人名譯名-諾貝爾獎得主德語,2018-11-22 09:53
93,市場學,2017-07-20 12:14
496,生命科學名詞,2019-10-31 13:49
401,生命科學名詞-兩岸中小學教科書名詞 ,2017-07-24 11:00
490,生命科學名詞－科學家譯名,2019-10-05 09:49
123,生物學名詞-植物,2017-03-29 09:08
402,生物學名詞-植物-兩岸植物學名詞,2017-07-24 11:09
94,生產自動化,2017-07-19 10:59
375,生態學名詞,2017-07-20 16:32
355,生態學名詞-兩岸生態學名詞,2017-07-20 12:13
360,地球科學名詞,2019-01-10 11:30
369,地球科學名詞-大氣,2019-01-10 11:30
370,地球科學名詞-天文,2019-01-10 11:30
371,地球科學名詞-太空,2019-01-10 11:30
367,地球科學名詞-水文,2019-01-10 11:30
365,地球科學名詞-地球物理,2019-01-10 11:30
366,地球科學名詞-地質,2019-01-10 11:30
241,地球科學名詞-兩岸中小學教科書名詞,2017-07-19 17:00
368,地球科學名詞-海洋,2019-01-10 11:31
394,地理學名詞,2017-07-26 12:03
409,地理學名詞-GIS名詞 ,2017-08-08 12:00
395,地理學名詞-兩岸中小學教科書名詞,2017-07-26 12:03
388,地理學名詞-兩岸地理學名詞,2017-07-20 10:17
408,地理學名詞-測繪學名詞 ,2017-08-08 12:01
151,地質學名詞,2020-03-23 10:58
386,行政學名詞,2017-07-19 16:55
246,材料科學名詞-兩岸材料科學名詞,2016-10-24 14:15
87,材料科學名詞-金屬材料,2015-11-10 09:30
230,材料科學名詞-能源材料,2015-09-11 10:30
152,材料科學名詞-高分子材料,2015-09-11 10:30
138,材料科學名詞-陶瓷材料,2015-09-11 10:30
319,兩岸對照名詞-大氣科學,2015-09-16 16:21
332,兩岸對照名詞-中醫,2017-07-20 15:37
392,兩岸對照名詞-化學化工 ,2017-07-20 16:41
326,兩岸對照名詞-地理,2015-09-16 16:20
331,兩岸對照名詞-地質,2017-07-19 17:01
321,兩岸對照名詞-林學,2017-07-24 11:19
393,兩岸對照名詞-物理,2017-07-20 16:46
333,兩岸對照名詞-計算機,2015-09-16 16:25
390,兩岸對照名詞-海洋 ,2017-07-20 10:29
323,兩岸對照名詞-畜牧,2017-07-20 14:04
336,兩岸對照名詞-紡織,2017-07-20 12:13
318,兩岸對照名詞-航天,2017-07-19 17:02
317,兩岸對照名詞-航空,2017-07-19 17:02
403,兩岸對照名詞-動物 ,2020-05-30 08:35
334,兩岸對照名詞-通信,2017-06-02 15:20
325,兩岸對照名詞-植物,2017-07-24 11:32
330,兩岸對照名詞-測繪學,2015-09-16 16:23
338,兩岸對照名詞-農業,2020-03-04 16:00
324,兩岸對照名詞-漁業水產,2017-07-20 14:16
327,兩岸對照名詞-輕工,2015-09-16 16:26
320,兩岸對照名詞-數學,2017-07-24 11:39
335,兩岸對照名詞-機械,2017-06-02 15:57
314,兩岸對照名詞-環境保護,2016-08-02 15:12
316,兩岸對照名詞-醫學,2017-07-24 11:59
111,林學,2018-11-28 11:16
520,法律學名詞-公法,2020-10-15 14:10
423,法律學名詞-民法,2020-10-15 14:10
350,法律學名詞-刑法,2020-10-15 14:33
519,法律學名詞-性別與家事法,2020-10-15 14:10
385,法律學名詞-財經法,2020-10-15 14:10
352,法律學名詞-國際法,2020-10-15 14:10
292,物理化學儀器設備名詞,2020-03-23 15:41
407,物理學名詞,2017-07-31 10:46
398,物理學名詞-兩岸中小學教科書名詞,2017-07-24 14:25
164,物理學名詞-物理相關科學家,2016-10-24 14:10
389,物理學名詞-聲學,2017-07-20 10:23
416,社會工作與福利名詞,2018-03-15 11:29
95,社會學名詞,2018-03-21 11:27
96,肥料學,2017-07-20 11:41
339,計量學名詞,2018-03-21 11:27
410,音樂名詞,2018-03-15 15:21
431,音樂名詞-兩岸音樂人名,2018-05-30 11:11
411,音樂名詞-兩岸音樂名詞,2017-08-08 14:08
430,音樂名詞-兩岸音樂作品名詞,2018-05-30 11:12
356,音樂名詞-流行音樂專有名詞音響類,2017-07-05 09:58
418,音樂名詞-流行音樂樂團名,2018-03-15 11:28
412,音樂名詞-音樂家 ,2018-05-31 11:53
405,音樂名詞-音樂歌劇譯名,2017-07-28 10:30
417,音樂名詞-樂器名,2020-04-21 08:11
98,食品科技,2017-03-22 10:05
117,核能名詞,2020-02-19 11:58
146,氣象學名詞,2017-07-19 16:57
113,海事,2020-01-10 15:02
383,海洋地質學 ,2020-03-04 15:01
391,海洋科學名詞,2018-03-21 09:47
397,海洋科學名詞-水下工程,2018-09-20 09:45
406,海洋科學名詞-兩岸海洋科學名詞,2017-07-31 10:42
434,海洋科學名詞-兩岸造船工程,2020-04-17 08:37
345,海洋科學名詞-近岸工程,2017-07-19 11:54
420,海洋科學名詞-造船工程,2018-03-15 13:47
347,海洋科學名詞-離岸工程,2017-07-19 12:24
120,畜牧學,2020-05-25 16:58
150,病理學名詞,2017-07-20 15:23
121,紡織科技,2018-11-28 10:14
135,航空太空名詞,2020-04-23 11:40
231,高中以下化學名詞,2018-12-17 14:14
497,高中以下生命科學名詞,2019-10-31 13:50
465,高中以下地球科學名詞 ,2018-11-28 08:40
396,高中以下地理學名詞,2017-07-26 12:03
399,高中以下物理學名詞,2017-07-24 14:27
232,高中以下資訊名詞,2018-12-17 14:37
235,高中以下數學名詞,2018-12-17 14:30
149,動物學名詞,2020-03-19 16:14
542,國防部新編國軍簡明美華軍語辭典,2020-08-11 12:03
109,教育學,2016-10-04 16:32
424,教育學名詞-幼教名詞,2018-03-20 16:52
471,教育學名詞-科教名詞,2020-06-17 09:09
433,教育學名詞-特教名詞,2018-06-26 16:48
425,教育學名詞-教社名詞,2018-03-21 14:14
506,教育學名詞-體育名詞 ,2019-12-31 09:09
466,統計學名詞,2019-01-10 10:58
106,細菌免疫學,2017-07-25 16:48
518,設計學,2020-03-31 08:55
122,通訊工程,2018-11-27 11:37
545,造船工程名詞,2020-08-25 10:15
129,魚類,2020-01-10 11:55
373,測量學,2020-03-05 11:45
100,發生學,2020-02-20 11:05
435,視覺藝術名詞,2020-08-10 15:44
413,新聞傳播學名詞,2017-08-08 14:15
101,會計學,2013-08-16 10:29
126,經濟學,2016-10-24 14:05
243,資訊名詞-兩岸中小學教科書名詞,2017-06-02 14:26
115,農業推廣學,2016-10-24 14:02
139,農業機械名詞,2020-03-04 15:45
427,電力工程,2018-03-21 16:58
248,電力學名詞-兩岸電力學名詞,2017-06-03 12:11
556,電子工程,2020-10-05 11:39
557,電子計算機名詞,2020-10-05 11:39
249,電工學名詞-兩岸電工學名詞,2017-08-08 14:30
559,電機工程,2020-10-27 14:47
526,圖書館學與資訊科學名詞,2020-05-07 08:54
143,實驗動物及比較醫學名詞,2017-07-20 14:40
257,管理學名詞,2020-04-10 13:42
432,管理學名詞-會計學,2018-06-26 16:44
107,精神病理學,2015-01-21 09:29
153,舞蹈名詞,2020-02-21 10:17
301,數學名詞,2016-04-14 16:01
244,數學名詞-兩岸中小學教科書名詞,2013-08-16 10:29
404,數學名詞-兩岸數學名詞 ,2017-07-24 12:05
558,機械工程,2020-10-27 14:46
251,機械名詞-兩岸機械名詞,2017-07-18 17:01
124,機構與機器原理,2016-10-24 14:13
374,醫學名詞,2017-03-02 14:58
437,醫學名詞-放射醫學名詞,2020-01-07 10:17
507,醫學名詞-醫事檢驗名詞,2020-01-07 10:14
103,獸醫學,2020-05-13 14:18
495,藥學,2019-10-31 11:32
145,礦冶工程名詞,2019-01-07 15:10
142,礦物學名詞,2020-01-07 15:49
104,鑄造學,2015-09-14 11:19
